Female,DeerYear,ReprodStatus,Calf,SeenInRut,Fecundity,Age
SKI94,1998,Naive,BRS99,-1,1,4
SKI94,1999,Winter yeld,,-1,0,5
SKI94,2000,True yeld,BRS01,-1,1,6
SKI94,2001,Summer yeld,BRS02,0,1,7
SLA03,2006,Naive,AXL07,-1,1,3
SLA03,2007,Winter yeld,,-1,0,4
SLA03,2008,True yeld,AXL09,-1,1,5
SLA03,2009,Winter yeld,AXL10,-1,1,6
SLA03,2010,Summer yeld,AXL11,0,1,7
SLA03,2011,Winter yeld,,-1,0,8
SLA06,2009,Naive,,-1,0,3
SLA06,2010,Naive,CML11,-1,1,4
SLA06,2011,Milk,CML12,-1,1,5
SLA06,2012,Milk,,-1,0,6
SLA06,2013,True yeld,,0,0,7
SLA06,2014,True yeld,,-1,0,8
SLA06,2015,True yeld,CML16,0,1,9
SLA06,2016,Summer yeld,CML17,0,1,10
SLA06,2017,Summer yeld,CML18,0,1,11
SLA07,2010,Naive,,0,0,3
SLA07,2011,Naive,TOK12,-1,1,4
SLA07,2012,Milk,TOK13,-1,1,5
SLA07,2013,Milk,TOK14,-1,1,6
SLA07,2014,Milk,TOK15,-1,1,7
SLA07,2015,Winter yeld,TOK16,-1,1,8
SLA07,2016,Milk,TOK17,-1,1,9
SLA12,2015,Naive,,-1,0,3
SLA12,2016,Naive,BBA17,-1,1,4
SLA12,2017,Winter yeld,,-1,0,5
SLA12,2018,True yeld,BBA19,-1,1,6
SLA12,2019,Summer yeld,,-1,0,7
SLA12,2020,True yeld,,-1,0,8
SLA12,2021,True yeld,,0,0,9
SLA12,2022,True yeld,BBA23,0,1,10
SLE76,1979,Naive,SLI80,-1,1,3
SLE76,1980,Milk,SLI81,0,1,4
SLE76,1981,Milk,,-1,0,5
SLE77,1980,Naive,SYL81,-1,1,3
SLE77,1981,Milk,SYL82,-1,1,4
SLE77,1982,Summer yeld,SYL83,-1,1,5
SLE77,1983,Winter yeld,SYL84,-1,1,6
SLIMH,1969,Naive,SLM70,0,1,3
SLIMH,1970,Summer yeld,SLM71,0,1,4
SLIMH,1971,Summer yeld,,0,0,5
SLIMH,1972,True yeld,,0,0,6
SLL07,2010,Naive,WLK11,-1,1,3
SLL07,2011,Milk,,-1,0,4
SLL07,2012,True yeld,WLK13,-1,1,5
SLL07,2013,Winter yeld,WLK14,-1,1,6
SLL07,2014,Winter yeld,WLK15,-1,1,7
SLL07,2015,Winter yeld,WLK16,-1,1,8
SLL07,2016,Winter yeld,,-1,0,9
SLL07,2017,True yeld,WLK18,-1,1,10
SLL07,2018,Milk,,-1,0,11
SLL07,2019,True yeld,WLK20,-1,1,12
SLL07,2020,Milk,,-1,0,13
SLL07,2021,True yeld,WLK22,-1,1,14
SLL09,2012,Naive,OYS13,-1,1,3
SLL09,2013,Summer yeld,OYS14,0,1,4
SLO01,2004,Winter yeld,,-1,0,3
SLO01,2005,True yeld,,-1,0,4
SLO01,2006,True yeld,GNB07,-1,1,5
SLO01,2007,Milk,GNB08,-1,1,6
SLO01,2008,Milk,,-1,0,7
SLO01,2009,True yeld,GNB10,-1,1,8
SLO01,2010,Milk,,-1,0,9
SLO01,2011,True yeld,GNB12,-1,1,10
SLO01,2012,Milk,GNB13,-1,1,11
SLO05,2008,Naive,DAW09,-1,1,3
SLO05,2009,Milk,,-1,0,4
SLO05,2010,True yeld,,-1,0,5
SLO05,2011,True yeld,DAW12,-1,1,6
SLO05,2012,Milk,,-1,0,7
SLO05,2013,True yeld,DAW14,-1,1,8
SLO05,2014,Winter yeld,,-1,0,9
SLO05,2015,True yeld,DAW16,-1,1,10
SLO05,2016,Milk,,-1,0,11
SLT84,1987,Summer yeld,,0,0,3
SLT84,1988,True yeld,,0,0,4
SME84,1987,Naive,MAL88,-1,1,3
SME84,1988,Winter yeld,,-1,0,4
SME84,1989,True yeld,MAL90,-1,1,5
SME84,1990,Summer yeld,MAL91,-1,1,6
SME84,1991,Winter yeld,,-1,0,7
SME84,1992,True yeld,MAL93,-1,1,8
SME84,1993,Milk,,-1,0,9
SME84,1994,True yeld,MAL95,-1,1,10
SME84,1995,Milk,,-1,0,11
SME84,1996,True yeld,,-1,0,12
SME84,1997,True yeld,MAL98,-1,1,13
SME84,1998,Summer yeld,,-1,0,14
SMILE,1978,Naive,,0,0,3
SMILE,1979,Naive,,0,0,4
SMILE,1980,Naive,,0,0,5
SMILE,1981,Naive,,0,0,6
SMILE,1982,Naive,,0,0,7
SMILE,1983,Naive,SMI84,0,1,8
SMILE,1984,Winter yeld,SMI85,0,1,9
SMILE,1985,Milk,,0,0,10
SMILE,1986,True yeld,SMI87,0,1,11
SML13,2016,Milk,,-1,0,3
SML13,2017,True yeld,GLE18,-1,1,4
SML13,2018,Milk,,-1,0,5
SML13,2019,True yeld,GLE20,-1,1,6
SML13,2020,Milk,GLE21,-1,1,7
SML13,2021,Milk,GLE22,-1,1,8
SML13,2022,Milk,GLE23,-1,1,9
SNI77,1980,Naive,,-1,0,3
SNI77,1981,Naive,CAP82,-1,1,4
SNI77,1982,Summer yeld,,-1,0,5
SNI77,1983,True yeld,CAP84,-1,1,6
SNI77,1984,Milk,CAP85,-1,1,7
SNI77,1985,Winter yeld,,-1,0,8
SNI77,1986,True yeld,,-1,0,9
SNI77,1987,True yeld,CAP88,0,1,10
SOB68,1971,Summer yeld,PGB72,-1,1,3
SOB68,1972,Milk,PGB73,0,1,4
SOB68,1973,Milk,PGB74,-1,1,5
SOB68,1974,Milk,PGB75,-1,1,6
SOB68,1975,Milk,PGB76,-1,1,7
SOB68,1976,Milk,PGB77,-1,1,8
SOB68,1977,Winter yeld,PGB78,-1,1,9
SOB68,1978,Milk,,-1,0,10
SOB68,1979,True yeld,PGB80,-1,1,11
SOB68,1980,Summer yeld,PGB81,-1,1,12
SOB68,1981,Milk,,-1,0,13
SOB68,1982,True yeld,PGB83,-1,1,14
SOB68,1983,Milk,,-1,0,15
SOB68,1984,True yeld,PGB85,-1,1,16
SOB68,1985,Summer yeld,PGB86,-1,1,17
SOB68,1986,Summer yeld,,-1,0,18
SOB68,1987,True yeld,,-1,0,19
SOB68,1988,True yeld,,0,0,20
SOB68,1989,True yeld,,-1,0,21
SOB68,1990,True yeld,,-1,0,22
SOBHR,1964,Naive,,0,0,3
SOBHR,1965,Naive,,0,0,4
SOBHR,1966,Naive,,0,0,5
SOBHR,1967,Naive,SOB68,0,1,6
SOBHR,1968,Milk,SOB69,0,1,7
SOBHR,1969,Milk,SOB70,0,1,8
SOBHR,1970,Milk,SOB71,-1,1,9
SOBHR,1971,Milk,SOB72,-1,1,10
SOBHR,1972,Milk,SOB73,0,1,11
SOBHR,1973,Milk,SOB74,-1,1,12
SOOTY,1971,Naive,SOO72,-1,1,3
SOOTY,1972,Milk,SOOO7,0,1,4
SOOTY,1973,Summer yeld,SOO74,0,1,5
SOX04,2007,Milk,,-1,0,3
SOX04,2008,True yeld,CHK09,-1,1,4
SOX04,2009,Milk,,-1,0,5
SOX04,2010,True yeld,,-1,0,6
SOX04,2011,True yeld,CHK12,-1,1,7
SOX04,2012,Milk,CHK13,-1,1,8
SOX04,2013,Milk,,-1,0,9
SOX04,2014,True yeld,CHK15,-1,1,10
SOX04,2015,Milk,CHK16,-1,1,11
SOX04,2016,Milk,,-1,0,12
SOX04,2017,True yeld,CHK18,-1,1,13
SOX08,2011,Naive,DAK12,-1,1,3
SOX08,2012,Milk,DAK13,-1,1,4
SOX08,2013,Winter yeld,DAK14,-1,1,5
SOX08,2014,Summer yeld,DAK15,-1,1,6
SOX08,2015,Milk,DAK16,-1,1,7
SOX08,2016,Milk,DAK17,-1,1,8
SOX08,2017,Milk,,-1,0,9
SOX08,2018,True yeld,DAK19,-1,1,10
SOX08,2019,Summer yeld,DAK20,-1,1,11
SOX08,2020,Milk,DAK21,-1,1,12
SOX08,2021,Milk,DAK22,0,1,13
SOX09,2012,Naive,WIC13,-1,1,3
SOX09,2013,Milk,WIC14,-1,1,4
SOX09,2014,Milk,,-1,0,5
SOX09,2015,True yeld,WIC16,-1,1,6
SOX09,2016,Summer yeld,WIC17,-1,1,7
SOX09,2017,Winter yeld,,-1,0,8
SOX09,2018,True yeld,WIC19,-1,1,9
SOX09,2019,Milk,WIC20,-1,1,10
SOX09,2020,Milk,WIC21,-1,1,11
SOX09,2021,Winter yeld,,-1,0,12
SOX09,2022,True yeld,WIC23,-1,1,13
SOX14,2017,Naive,,-1,0,3
SOX14,2018,Naive,HPI19,-1,1,4
SOX14,2019,Summer yeld,,-1,0,5
SOX14,2020,True yeld,,-1,0,6
SOX14,2021,True yeld,,-1,0,7
SOX14,2022,True yeld,,-1,0,8
SPEED,1982,Naive,SPE83,0,1,3
SPEED,1983,Milk,,0,0,4
SPEED,1984,True yeld,,0,0,5
SPEED,1985,True yeld,SPE86,0,1,6
SPEED,1986,Milk,,-1,0,7
SPEED,1987,True yeld,,0,0,8
SPEED,1988,True yeld,SPE89,0,1,9
SPL98,2001,Naive,NEC02,-1,1,3
SPL98,2002,Milk,,-1,0,4
SPL98,2003,True yeld,NEC04,-1,1,5
SPL98,2004,Milk,NEC05,-1,1,6
SPL98,2005,Milk,NEC06,-1,1,7
SPL98,2006,Milk,,-1,0,8
SPL98,2007,True yeld,NEC08,-1,1,9
SPL98,2008,Milk,,-1,0,10
SPL98,2009,True yeld,NEC10,-1,1,11
SPL98,2010,Milk,,-1,0,12
SPL98,2011,True yeld,NEC12,-1,1,13
SPREA,1963,Naive,,0,0,3
SPREA,1964,Naive,,0,0,4
SPREA,1965,Naive,,0,0,5
SPREA,1966,Naive,,0,0,6
SPREA,1967,Naive,,0,0,7
SPREA,1968,Naive,,0,0,8
SPREA,1969,Naive,SPR70,0,1,9
SPREA,1970,Milk,SPR71,0,1,10
SPREA,1971,Summer yeld,SPR72,0,1,11
SPREA,1972,Milk,SPR73,0,1,12
SPREA,1973,Winter yeld,SPR74,-1,1,13
SPU18,2021,Milk,,-1,0,3
SPU18,2022,True yeld,,-1,0,4
SPY12,2015,Naive,SPU16,-1,1,3
SPY12,2016,Winter yeld,,-1,0,4
SPY12,2017,True yeld,SPU18,-1,1,5
SPY12,2018,Milk,,-1,0,6
SPY12,2019,True yeld,SPU20,-1,1,7
SPY12,2020,Milk,SPU21,-1,1,8
SPY12,2021,Milk,SPU22,-1,1,9
SPY12,2022,Milk,,-1,0,10
SPY14,2017,Milk,,-1,0,3
SPY14,2018,True yeld,VEC19,-1,1,4
SPY15,2018,Naive,,-1,0,3
SPY15,2019,Naive,DRO20,-1,1,4
SPY15,2020,Milk,DRO21,-1,1,5
SPY15,2021,Winter yeld,,-1,0,6
SPY15,2022,True yeld,DRO23,-1,1,7
SPY18,2021,Milk,SPS22,-1,1,3
SPY19,2022,Naive,AER23,-1,1,3
SQU01,2004,Naive,NAN05,-1,1,3
SQU01,2005,Summer yeld,NAN06,0,1,4
SQU95,1998,Naive,STK99,0,1,3
SQU95,1999,Summer yeld,,-1,0,4
SQU95,2000,True yeld,STK01,-1,1,5
SQU97,2000,Naive,BIT01,-1,1,3
SQU97,2001,Milk,,-1,0,4
SQU97,2002,True yeld,BIT03,-1,1,5
SRL91,1994,Naive,OXA95,-1,1,3
SRL91,1995,Milk,OXA96,-1,1,4
SRL91,1996,Milk,OXA97,-1,1,5
SRL91,1997,Milk,,-1,0,6
SRL91,1998,True yeld,OXA99,-1,1,7
SRL91,1999,Milk,,-1,0,8
SRL91,2000,True yeld,OXA01,-1,1,9
SRL91,2001,Summer yeld,OXA02,-1,1,10
SRL91,2002,Milk,,-1,0,11
SRL91,2003,True yeld,OXA04,-1,1,12
SRL91,2004,Summer yeld,OXA05,-1,1,13
SRL91,2005,Summer yeld,OXA06,-1,1,14
SRL91,2006,Summer yeld,,0,0,15
SSK06,2009,Naive,BMB10,-1,1,3
SSK06,2010,Milk,,-1,0,4
SSK06,2011,True yeld,BMB12,-1,1,5
SSK06,2012,Winter yeld,BMB13,-1,1,6
SSK06,2013,Milk,BMB14,-1,1,7
SSK06,2014,Milk,BMB15,0,1,8
STA97,2000,Naive,NEB01,-1,1,3
STA97,2001,Winter yeld,,-1,0,4
STA97,2002,True yeld,NEB03,-1,1,5
STA97,2003,Milk,NEB04,-1,1,6
STA97,2004,Summer yeld,,-1,0,7
STA97,2005,True yeld,NEB06,-1,1,8
STA97,2006,Milk,NEB07,-1,1,9
STA97,2007,Summer yeld,NEB08,-1,1,10
STA97,2008,Summer yeld,NEB09,0,1,11
STI02,2005,Naive,DUB06,-1,1,3
STI02,2006,Winter yeld,,-1,0,4
STI02,2007,True yeld,DUB08,-1,1,5
STI02,2008,Milk,DUB09,-1,1,6
STI02,2009,Milk,DUB10,-1,1,7
STI02,2010,Summer yeld,DUB11,-1,1,8
STI02,2011,Milk,DUB12,-1,1,9
STI02,2012,Winter yeld,DUB13,-1,1,10
STI02,2013,Milk,DUB14,-1,1,11
STI02,2014,Milk,DUB15,-1,1,12
STI02,2015,Milk,DUB16,0,1,13
STI94,1997,Summer yeld,CLW98,-1,1,3
STI94,1998,Summer yeld,CLW99,-1,1,4
STI94,1999,Winter yeld,CLW00,-1,1,5
STI94,2000,Milk,CLW01,-1,1,6
STI94,2001,Summer yeld,CLW02,-1,1,7
STI94,2002,Milk,CLW03,-1,1,8
STI94,2003,Milk,CLW04,0,1,9
STI94,2004,Winter yeld,,-1,0,10
STI94,2005,True yeld,CLW06,-1,1,11
STI94,2006,Milk,CLW07,-1,1,12
STI94,2007,Winter yeld,,0,0,13
STI94,2008,True yeld,,-1,0,14
STI94,2009,True yeld,CLW10,0,1,15
STI96,1999,Winter yeld,RUM00,-1,1,3
STI96,2000,Milk,RUM01,-1,1,4
STI96,2001,Milk,,-1,0,5
STI96,2002,True yeld,RUM03,-1,1,6
STI96,2003,Milk,RUM04,-1,1,7
STI96,2004,Milk,,-1,0,8
STI96,2005,True yeld,RUM06,-1,1,9
STI96,2006,Winter yeld,RUM07,-1,1,10
STI96,2007,Milk,,-1,0,11
STI96,2008,True yeld,RUM09,-1,1,12
STI96,2009,Milk,,-1,0,13
STI96,2010,True yeld,,-1,0,14
STI96,2011,True yeld,RUM12,-1,1,15
STI96,2012,Summer yeld,RUM13,-1,1,16
STN12,2015,Summer yeld,TEM16,0,1,3
STO96,1999,Milk,,-1,0,3
STO96,2000,True yeld,OPA01,-1,1,4
STO96,2001,Winter yeld,,-1,0,5
STO96,2002,True yeld,OPA03,-1,1,6
STO96,2003,Milk,OPA04,-1,1,7
STO96,2004,Winter yeld,,-1,0,8
STO96,2005,True yeld,OPA06,-1,1,9
STO96,2006,Winter yeld,OPA07,-1,1,10
STO96,2007,Milk,OPA08,-1,1,11
STO96,2008,Milk,,-1,0,12
STO96,2009,True yeld,OPA10,-1,1,13
STO96,2010,Summer yeld,OPA11,-1,1,14
STO98,2001,Naive,RBY02,-1,1,3
STO98,2002,Milk,RBY03,-1,1,4
STO98,2003,Milk,,-1,0,5
STO98,2004,True yeld,RBY05,-1,1,6
STO98,2005,Milk,RBY06,-1,1,7
STO98,2006,Milk,RBY07,-1,1,8
STO98,2007,Milk,,-1,0,9
STO98,2008,True yeld,RBY09,-1,1,10
STO98,2009,Winter yeld,RBY10,-1,1,11
STO98,2010,Winter yeld,,-1,0,12
STO98,2011,True yeld,RBY12,-1,1,13
STO98,2012,Milk,,-1,0,14
STO98,2013,True yeld,,-1,0,15
STO98,2014,True yeld,,-1,0,16
STR00,2003,Naive,,-1,0,3
STR00,2004,Naive,,-1,0,4
STR00,2005,Naive,CCL06,-1,1,5
STR00,2006,Summer yeld,CCL07,-1,1,6
STR00,2007,Milk,,0,0,7
STR96,1999,Naive,,-1,0,3
STR96,2000,Naive,MNS01,-1,1,4
STR96,2001,Winter yeld,,-1,0,5
STR96,2002,True yeld,MNS03,-1,1,6
STR96,2003,Milk,,-1,0,7
STR96,2004,True yeld,,-1,0,8
STR96,2005,True yeld,MNS06,-1,1,9
STR96,2006,Milk,,-1,0,10
STR96,2007,True yeld,,-1,0,11
STR96,2008,True yeld,MNS09,-1,1,12
STR96,2009,Milk,,-1,0,13
STR96,2010,True yeld,,-1,0,14
STR96,2011,True yeld,MNS12,-1,1,15
STURD,1979,Naive,,0,0,3
STURD,1980,Naive,,0,0,4
STURD,1981,Naive,STU82,0,1,5
STURD,1982,Milk,,0,0,6
STURD,1983,True yeld,STU84,0,1,7
STURD,1984,Summer yeld,STU85,0,1,8
SUL90,1993,Naive,FOU94,-1,1,3
SUL90,1994,Summer yeld,FOU95,-1,1,4
SUL90,1995,Summer yeld,,-1,0,5
SUL90,1996,True yeld,FOU97,-1,1,6
SUL90,1997,Milk,,-1,0,7
SUL90,1998,True yeld,FOU99,-1,1,8
SUL90,1999,Winter yeld,FOU00,-1,1,9
SUL90,2000,Summer yeld,FOU01,-1,1,10
SUL90,2001,Winter yeld,,-1,0,11
SUL90,2002,True yeld,FOU03,-1,1,12
SUL90,2003,Winter yeld,,-1,0,13
SUL90,2004,True yeld,FOU05,-1,1,14
SUL90,2005,Summer yeld,FOU06,-1,1,15
SUL90,2006,Summer yeld,FOU07,-1,1,16
SUL90,2007,Summer yeld,,-1,0,17
SUL94,1997,Summer yeld,GAN98,-1,1,3
SUL94,1998,Winter yeld,GAN99,-1,1,4
SUL94,1999,Summer yeld,GAN00,-1,1,5
SUL94,2000,Milk,GAN01,-1,1,6
SUL94,2001,Summer yeld,,-1,0,7
SUL94,2002,True yeld,GAN03,-1,1,8
SUL94,2003,Winter yeld,GAN04,-1,1,9
SUL94,2004,Summer yeld,GAN05,-1,1,10
SUL94,2005,Milk,GAN06,-1,1,11
SUN93,1996,Naive,HON97,-1,1,3
SUN93,1997,Milk,,-1,0,4
SUN93,1998,True yeld,HON99,-1,1,5
SUN93,1999,Summer yeld,HON00,-1,1,6
SUN93,2000,Milk,,-1,0,7
SUN93,2001,True yeld,HON02,-1,1,8
SUN93,2002,Milk,,-1,0,9
SUN93,2003,True yeld,HON04,-1,1,10
SUN93,2004,Milk,,-1,0,11
SUN93,2005,True yeld,HON06,-1,1,12
SUN93,2006,Milk,,-1,0,13
SUN93,2007,True yeld,HON08,-1,1,14
SUR87,1990,Naive,ALD91,-1,1,3
SUR87,1991,Milk,,-1,0,4
SUR87,1992,True yeld,ALD93,-1,1,5
SUR87,1993,Milk,ALD94,-1,1,6
SUR87,1994,Milk,ALD95,-1,1,7
SUR87,1995,Milk,ALD96,-1,1,8
SUR87,1996,Milk,,-1,0,9
SUR87,1997,True yeld,ALD98,-1,1,10
SUR87,1998,Milk,ALD99,-1,1,11
SUR87,1999,Milk,,-1,0,12
SUR87,2000,True yeld,ALD01,-1,1,13
SUR87,2001,Milk,,-1,0,14
SUR87,2002,True yeld,ALD03,-1,1,15
SUR87,2003,Milk,,-1,0,16
SUR87,2004,True yeld,,-1,0,17
SUR87,2005,True yeld,ALD06,-1,1,18
SUR91,1994,Milk,,-1,0,3
SUR91,1995,True yeld,HAW96,-1,1,4
SUR91,1996,Milk,HAW97,-1,1,5
SUR91,1997,Milk,,-1,0,6
SUR91,1998,True yeld,HAW99,-1,1,7
SUR91,1999,Milk,HAW00,-1,1,8
SUR95,1998,Naive,MNT99,-1,1,3
SUR95,1999,Milk,,-1,0,4
SUR95,2000,True yeld,MNT01,-1,1,5
SUR95,2001,Milk,,-1,0,6
SUR95,2002,True yeld,MNT03,-1,1,7
SUR95,2003,Milk,MNT04,-1,1,8
SUR95,2004,Milk,,-1,0,9
SUR95,2005,True yeld,MNT06,-1,1,10
SUR95,2006,Milk,,-1,0,11
SUR95,2007,True yeld,MNT08,-1,1,12
SUR95,2008,Milk,MNT09,-1,1,13
SUR95,2009,Milk,,-1,0,14
SUR95,2010,True yeld,MNT11,-1,1,15
SUR95,2011,Milk,,-1,0,16
SUR95,2012,True yeld,,-1,0,17
SUR99,2002,Naive,ICE03,-1,1,3
SUR99,2003,Milk,,-1,0,4
SVG17,2020,Naive,RIE21,-1,1,3
SVG17,2021,Winter yeld,,-1,0,4
SVG17,2022,True yeld,RIE23,-1,1,5
SWI88,1991,Naive,,-1,0,3
SWI88,1992,Naive,,-1,0,4
SWI88,1993,Naive,,-1,0,5
SWI88,1994,Naive,SWA95,-1,1,6
SWI88,1995,Summer yeld,SWA96,-1,1,7
SWI88,1996,Winter yeld,,-1,0,8
SWI88,1997,True yeld,SWA98,-1,1,9
SWI88,1998,Milk,,-1,0,10
SWI88,1999,True yeld,,-1,0,11
SWI88,2000,True yeld,SWA01,-1,1,12
SWI88,2001,Summer yeld,SWA02,-1,1,13
SWT11,2014,Naive,VNT15,-1,1,3
SWT11,2015,Milk,VNT16,0,1,4
SWT11,2016,Summer yeld,VNT17,-1,1,5
SWT11,2017,Milk,VNT18,0,1,6
SWT17,2020,Milk,,-1,0,3
SWT17,2021,True yeld,PUP22,-1,1,4
SWT19,2022,Milk,,-1,0,3
SYC91,1994,Naive,SEQ95,-1,1,3
SYC91,1995,Milk,SEQ96,-1,1,4
SYC91,1996,Milk,SEQ97,-1,1,5
SYC91,1997,Summer yeld,SEQ98,-1,1,6
SYC91,1998,Milk,SEQ99,-1,1,7
SYC91,1999,Milk,,-1,0,8
SYC91,2000,True yeld,SEQ01,-1,1,9
SYC91,2001,Milk,,-1,0,10
SYC91,2002,True yeld,SEQ03,-1,1,11
SYC91,2003,Milk,,-1,0,12
SYC91,2004,True yeld,SEQ05,-1,1,13
SYC91,2005,Milk,,-1,0,14
SYC91,2006,True yeld,SEQ07,-1,1,15
TAL70,1973,Naive,PIN74,-1,1,3
TAL70,1974,Milk,,-1,0,4
TAL70,1975,True yeld,PIN76,-1,1,5
TAL70,1976,Summer yeld,PIN77,-1,1,6
TAL70,1977,Summer yeld,PIN78,-1,1,7
TAL70,1978,Milk,,-1,0,8
TAL70,1979,True yeld,PIN80,-1,1,9
TAL70,1980,Winter yeld,,-1,0,10
TAL70,1981,True yeld,,-1,0,11
TAL70,1982,True yeld,PIN83,-1,1,12
TAL71,1974,Winter yeld,,-1,0,3
TAL71,1975,True yeld,TEA76,-1,1,4
TAL71,1976,Milk,,-1,0,5
TAL71,1977,True yeld,TEA78,-1,1,6
TAL71,1978,Milk,,-1,0,7
TAL71,1979,True yeld,TEA80,-1,1,8
TAL71,1980,Milk,,-1,0,9
TAL71,1981,True yeld,TEA82,-1,1,10
TAL71,1982,Winter yeld,,-1,0,11
TAL73,1976,Summer yeld,TAC77,-1,1,3
TAL73,1977,Summer yeld,TAC78,-1,1,4
TAL73,1978,Summer yeld,TAC79,-1,1,5
TAM93,1996,Naive,SAX97,-1,1,3
TAM93,1997,Milk,SAX98,-1,1,4
TAM93,1998,Milk,SAX99,-1,1,5
TAM93,1999,Milk,SAX00,-1,1,6
TAM93,2000,Milk,,-1,0,7
TAM93,2001,True yeld,,-1,0,8
TAM93,2002,True yeld,SAX03,-1,1,9
TBONE,1977,Naive,,0,0,3
TBONE,1978,Naive,BON79,-1,1,4
TBONE,1979,Milk,BON80,-1,1,5
TBONE,1980,Summer yeld,BON81,0,1,6
TBONE,1981,Milk,BON82,0,1,7
TBONE,1982,Milk,BON83,0,1,8
TEA76,1979,Naive,WIG80,-1,1,3
TEA76,1980,Summer yeld,WIG81,-1,1,4
TEA76,1981,Winter yeld,,-1,0,5
TEA76,1982,True yeld,WIG83,-1,1,6
TEA76,1983,Winter yeld,,-1,0,7
TEA76,1984,True yeld,WIG85,-1,1,8
TEA76,1985,Milk,,-1,0,9
TEA76,1986,True yeld,WIG87,-1,1,10
TEA76,1987,Summer yeld,WIG88,-1,1,11
TEA78,1981,Naive,,-1,0,3
TEA78,1982,Naive,SME83,-1,1,4
TEA78,1983,Summer yeld,SME84,-1,1,5
TEA78,1984,Milk,,-1,0,6
TEA78,1985,True yeld,SME86,-1,1,7
TEA78,1986,Summer yeld,SME87,-1,1,8
TEA78,1987,Milk,,-1,0,9
TEA78,1988,True yeld,,-1,0,10
TEA78,1989,True yeld,SME90,-1,1,11
TEL86,1989,Milk,,-1,0,3
TEL86,1990,True yeld,CRN91,-1,1,4
TEL90,1993,Naive,PIP94,0,1,3
TEL90,1994,Milk,,-1,0,4
TEL90,1995,True yeld,PIP96,-1,1,5
TEL90,1996,Milk,PIP97,-1,1,6
TEL90,1997,Milk,PIP98,-1,1,7
TER80,1983,Naive,SUL84,-1,1,3
TER80,1984,Summer yeld,SUL85,-1,1,4
TER80,1985,Winter yeld,SUL86,-1,1,5
TER80,1986,Summer yeld,SUL87,-1,1,6
TER80,1987,Milk,SUL88,-1,1,7
TER80,1988,Winter yeld,SUL89,-1,1,8
TER80,1989,Milk,SUL90,-1,1,9
TER80,1990,Milk,SUL91,-1,1,10
TER80,1991,Summer yeld,SUL92,-1,1,11
TER80,1992,Winter yeld,,-1,0,12
TER80,1993,True yeld,SUL94,-1,1,13
TER80,1994,Milk,,-1,0,14
TER80,1995,True yeld,SUL96,-1,1,15
TER83,1986,Naive,,-1,0,3
TER83,1987,Naive,SWI88,-1,1,4
TER83,1988,Milk,SWI89,-1,1,5
TER83,1989,Milk,,-1,0,6
TER83,1990,True yeld,SWI91,-1,1,7
TER83,1991,Winter yeld,SWI92,-1,1,8
TER84,1987,Naive,PRA88,-1,1,3
TER84,1988,Summer yeld,PRA89,-1,1,4
TER84,1989,Milk,,-1,0,5
TER84,1990,True yeld,PRA91,-1,1,6
TER84,1991,Milk,PRA92,-1,1,7
TER84,1992,Summer yeld,,-1,0,8
TER85,1988,Naive,,-1,0,3
TER85,1989,Naive,KIT90,-1,1,4
TER85,1990,Milk,KIT91,-1,1,5
TER85,1991,Winter yeld,KIT92,-1,1,6
TER85,1992,Winter yeld,,-1,0,7
TER85,1993,True yeld,,-1,0,8
TER85,1994,True yeld,KIT95,-1,1,9
TER85,1995,Milk,KIT96,-1,1,10
TER85,1996,Milk,KIT97,-1,1,11
TER85,1997,Summer yeld,,-1,0,12
TER85,1998,True yeld,,-1,0,13
TER85,1999,True yeld,,-1,0,14
TER85,2000,True yeld,,-1,0,15
THI72,1975,Naive,SLE76,-1,1,3
THI72,1976,Milk,SLE77,-1,1,4
THI73,1976,Naive,MIS77,-1,1,3
THI73,1977,Milk,,-1,0,4
THI73,1978,True yeld,,-1,0,5
THI76,1979,Naive,TAN80,-1,1,3
THO78,1981,Naive,FRE82,-1,1,3
THO78,1982,Summer yeld,FRE83,-1,1,4
THO78,1983,Milk,,-1,0,5
THO78,1984,True yeld,FRE85,-1,1,6
THO78,1985,Milk,,-1,0,7
THO78,1986,True yeld,FRE87,-1,1,8
THO78,1987,Milk,,-1,0,9
THO78,1988,True yeld,FRE89,-1,1,10
THO78,1989,Milk,FRE90,-1,1,11
THO78,1990,Milk,,-1,0,12
THO80,1983,Summer yeld,IDU84,-1,1,3
THO81,1984,Naive,ATH85,-1,1,3
THO81,1985,Milk,,-1,0,4
THO81,1986,True yeld,ATH87,-1,1,5
THO81,1987,Milk,,-1,0,6
THO81,1988,True yeld,ATH89,-1,1,7
THO81,1989,Milk,,-1,0,8
THO81,1990,True yeld,ATH91,-1,1,9
THO81,1991,Milk,,-1,0,10
THO81,1992,True yeld,,-1,0,11
THO81,1993,True yeld,ATH94,-1,1,12
THO82,1985,Naive,SUR86,-1,1,3
THO82,1986,Milk,SUR87,-1,1,4
THO82,1987,Milk,,-1,0,5
THO82,1988,True yeld,SUR89,-1,1,6
THO82,1989,Milk,,-1,0,7
THO82,1990,True yeld,SUR91,-1,1,8
THO82,1991,Milk,SUR92,-1,1,9
THO82,1992,Winter yeld,,-1,0,10
THO82,1993,True yeld,SUR94,-1,1,11
THO82,1994,Milk,SUR95,-1,1,12
THO82,1995,Milk,,-1,0,13
THO82,1996,True yeld,SUR97,-1,1,14
THO82,1997,Milk,,-1,0,15
